1	main	2048	1	512	   2048x     1x   512 wg=    0 S=1 -> 256x256 :  0.000182 ms    11.523 TFLOPs
1	fix	2048	1	512	GPU coredump: execvp failed: No such file or directory
1	main	2048	128	24	   2048x   128x    24 wg=   16 S=1 -> 128x128 :  0.003978 ms     3.163 TFLOPs
1	fix	2048	128	24	   2048x   128x    24 wg=   16 S=1 -> 128x128 :  0.003838 ms     3.279 TFLOPs
1	main	2048	128	32	   2048x   128x    32 wg=   16 S=1 -> 128x128 :  0.004002 ms     4.192 TFLOPs
1	fix	2048	128	32	   2048x   128x    32 wg=   16 S=1 -> 128x128 :  0.003864 ms     4.342 TFLOPs
1	main	2048	128	64	   2048x   128x    64 wg=   16 S=1 -> 128x128 :  0.003996 ms     8.397 TFLOPs
1	fix	2048	128	64	   2048x   128x    64 wg=   16 S=1 -> 128x128 :  0.003848 ms     8.720 TFLOPs
1	main	2048	128	92	   2048x   128x    92 wg=   16 S=1 -> 128x128 :  0.004028 ms    11.975 TFLOPs
1	fix	2048	128	92	   2048x   128x    92 wg=   16 S=1 -> 128x128 :  0.003856 ms    12.509 TFLOPs
1	main	2048	128	96	   2048x   128x    96 wg=   16 S=1 -> 128x128 :  0.003966 ms    12.691 TFLOPs
1	fix	2048	128	96	   2048x   128x    96 wg=   16 S=1 -> 128x128 :  0.003850 ms    13.073 TFLOPs
1	main	2048	128	104	   2048x   128x   104 wg=   16 S=1 -> 128x128 :  0.004018 ms    13.570 TFLOPs
1	fix	2048	128	104	   2048x   128x   104 wg=   16 S=1 -> 128x128 :  0.003858 ms    14.133 TFLOPs
1	main	2048	128	152	   2048x   128x   152 wg=   16 S=1 -> 128x128 :  0.004008 ms    19.883 TFLOPs
1	fix	2048	128	152	   2048x   128x   152 wg=   16 S=1 -> 128x128 :  0.003858 ms    20.656 TFLOPs
1	main	2048	128	240	   2048x   128x   240 wg=   16 S=1 -> 128x128 :  0.005142 ms    24.471 TFLOPs
1	fix	2048	128	240	   2048x   128x   240 wg=   16 S=1 -> 128x128 :  0.004856 ms    25.912 TFLOPs
1	main	2048	128	520	   2048x   128x   520 wg=   16 S=1 -> 128x128 :  0.006078 ms    44.855 TFLOPs
1	fix	2048	128	520	   2048x   128x   520 wg=   16 S=1 -> 128x128 :  0.005794 ms    47.054 TFLOPs
1	main	2048	128	1840	   2048x   128x  1840 wg=   16 S=1 -> 128x128 :  0.012688 ms    76.032 TFLOPs
1	fix	2048	128	1840	   2048x   128x  1840 wg=   16 S=1 -> 128x128 :  0.012326 ms    78.265 TFLOPs
1	main	2048	256	64	   2048x   256x    64 wg=   16 S=1 -> 128x256 :  0.005228 ms    12.836 TFLOPs
1	fix	2048	256	64	   2048x   256x    64 wg=   16 S=1 -> 128x256 :  0.004934 ms    13.601 TFLOPs
1	main	2048	256	80	   2048x   256x    80 wg=   16 S=1 -> 128x256 :  0.005226 ms    16.052 TFLOPs
1	fix	2048	256	80	   2048x   256x    80 wg=   16 S=1 -> 128x256 :  0.004934 ms    17.001 TFLOPs
1	main	2048	256	96	   2048x   256x    96 wg=   16 S=1 -> 128x256 :  0.005208 ms    19.329 TFLOPs
1	fix	2048	256	96	   2048x   256x    96 wg=   16 S=1 -> 128x256 :  0.004928 ms    20.427 TFLOPs
1	main	2048	256	128	   2048x   256x   128 wg=   16 S=1 -> 128x256 :  0.005224 ms    25.693 TFLOPs
1	fix	2048	256	128	   2048x   256x   128 wg=   16 S=1 -> 128x256 :  0.004926 ms    27.247 TFLOPs
1	main	2048	256	144	   2048x   256x   144 wg=   16 S=1 -> 128x256 :  0.005254 ms    28.739 TFLOPs
1	fix	2048	256	144	   2048x   256x   144 wg=   16 S=1 -> 128x256 :  0.004918 ms    30.703 TFLOPs
1	main	2048	256	160	   2048x   256x   160 wg=   16 S=1 -> 128x256 :  0.005254 ms    31.932 TFLOPs
1	fix	2048	256	160	   2048x   256x   160 wg=   16 S=1 -> 128x256 :  0.004928 ms    34.045 TFLOPs
1	main	2048	256	256	   2048x   256x   256 wg=   16 S=1 -> 128x256 :  0.006786 ms    39.557 TFLOPs
1	fix	2048	256	256	   2048x   256x   256 wg=   16 S=1 -> 128x256 :  0.006214 ms    43.198 TFLOPs
