2	2048	6144	4096	Run fp8 Flatmm kernel  M = 2048 N = 6144 K = 4096 StrideA = 4096 StrideB = 4096 StrideC = 6144 : 0.0933582 ms, 1138.63 TFlops, 640.21 GB/s, 
2	2048	6144	16128	Run fp8 Flatmm kernel  M = 2048 N = 6144 K = 16128 StrideA = 16128 StrideB = 16128 StrideC = 6144 : 0.286709 ms, 1459.87 TFlops, 562.992 GB/s, 
2	2048	6144	105728	Run fp8 Flatmm kernel  M = 2048 N = 6144 K = 105728 StrideA = 105728 StrideB = 105728 StrideC = 6144 : 1.92987 ms, 1421.79 TFlops, 475.864 GB/s, 
2	2048	12672	1024	FAILED
2	2048	16128	1024	Run fp8 Flatmm kernel  M = 2048 N = 16128 K = 1024 StrideA = 1024 StrideB = 1024 StrideC = 16128 : 0.0769658 ms, 906.372 TFlops, 1107.69 GB/s, 
2	2048	16384	1024	Run fp8 Flatmm kernel  M = 2048 N = 16384 K = 1024 StrideA = 1024 StrideB = 1024 StrideC = 16384 : 0.0796081 ms, 890.198 TFlops, 1087.49 GB/s, 
2	2048	20480	6144	Run fp8 Flatmm kernel  M = 2048 N = 20480 K = 6144 StrideA = 6144 StrideB = 6144 StrideC = 20480 : 0.329595 ms, 1612.59 TFlops, 687.582 GB/s, 
2	2048	102272	1024	FAILED
2	2048	105728	1024	Run fp8 Flatmm kernel  M = 2048 N = 105728 K = 1024 StrideA = 1024 StrideB = 1024 StrideC = 105728 : 0.500964 ms, 912.868 TFlops, 1091.64 GB/s, 
3	2048	1	512	FAILED
3	2048	128	24	FAILED
3	2048	128	32	FAILED
3	2048	128	64	FAILED
3	2048	128	92	FAILED
3	2048	128	96	FAILED
3	2048	128	104	FAILED
3	2048	128	152	FAILED
3	2048	128	240	FAILED
3	2048	128	520	FAILED
3	2048	128	1840	FAILED
3	2048	256	64	FAILED
3	2048	256	80	FAILED
3	2048	256	96	FAILED
3	2048	256	128	FAILED
3	2048	256	144	FAILED
3	2048	256	160	FAILED
3	2048	256	256	Run fp8 Flatmm kernel  M = 2048 N = 256 K = 256 StrideA = 256 StrideB = 256 StrideC = 256 : 0.0138505 ms, 19.9866 TFlops, 119.623 GB/s, 
3	2048	256	512	Run fp8 Flatmm kernel  M = 2048 N = 256 K = 512 StrideA = 512 StrideB = 512 StrideC = 256 : 0.0150794 ms, 36.7156 TFlops, 150.211 GB/s, 
3	2048	256	2048	Run fp8 Flatmm kernel  M = 2048 N = 256 K = 2048 StrideA = 2048 StrideB = 2048 StrideC = 256 : 0.023724 ms, 93.3484 TFlops, 249.31 GB/s, 
3	2048	512	2560	Run fp8 Flatmm kernel  M = 2048 N = 512 K = 2560 StrideA = 2560 StrideB = 2560 StrideC = 512 : 0.026889 ms, 205.902 TFlops, 329.338 GB/s, 
3	2048	512	6144	Run fp8 Flatmm kernel  M = 2048 N = 512 K = 6144 StrideA = 6144 StrideB = 6144 StrideC = 512 : 0.0571128 ms, 232.655 TFlops, 320.722 GB/s, 
3	2048	768	24	FAILED
3	2048	768	32	FAILED
3	2048	768	64	FAILED
3	2048	768	92	FAILED
3	2048	768	96	FAILED
3	2048	768	104	FAILED
3	2048	768	152	FAILED
3	2048	768	240	FAILED
3	2048	768	520	FAILED
3	2048	768	1840	FAILED
3	2048	1024	1024	Run fp8 Flatmm kernel  M = 2048 N = 1024 K = 1024 StrideA = 1024 StrideB = 1024 StrideC = 1024 : 0.0191441 ms, 231.361 TFlops, 388.545 GB/s, 
3	2048	1024	3490	FAILED
3	2048	1024	12288	Run fp8 Flatmm kernel  M = 2048 N = 1024 K = 12288 StrideA = 12288 StrideB = 12288 StrideC = 1024 : 0.0994583 ms, 534.397 TFlops, 433.576 GB/s, 
3	2048	1024	16128	Run fp8 Flatmm kernel  M = 2048 N = 1024 K = 16128 StrideA = 16128 StrideB = 16128 StrideC = 1024 : 0.127931 ms, 545.29 TFlops, 432.168 GB/s, 
3	2048	1024	105728	Run fp8 Flatmm kernel  M = 2048 N = 1024 K = 105728 StrideA = 105728 StrideB = 105728 StrideC = 1024 : 0.929041 ms, 492.242 TFlops, 365.044 GB/s, 
3	2048	2048	3490	FAILED
3	2048	3490	1024	FAILED
3	2048	4096	4096	Run fp8 Flatmm kernel  M = 2048 N = 4096 K = 4096 StrideA = 4096 StrideB = 4096 StrideC = 4096 : 0.0564017 ms, 1256.47 TFlops, 757.591 GB/s, 
3	2048	6144	512	Run fp8 Flatmm kernel  M = 2048 N = 6144 K = 512 StrideA = 512 StrideB = 512 StrideC = 6144 : 0.0294231 ms, 451.603 TFlops, 1002.31 GB/s, 
3	2048	6144	4096	Run fp8 Flatmm kernel  M = 2048 N = 6144 K = 4096 StrideA = 4096 StrideB = 4096 StrideC = 6144 : 0.0924653 ms, 1149.63 TFlops, 646.392 GB/s, 
3	2048	6144	16128	Run fp8 Flatmm kernel  M = 2048 N = 6144 K = 16128 StrideA = 16128 StrideB = 16128 StrideC = 6144 : 0.278876 ms, 1500.87 TFlops, 578.805 GB/s, 
3	2048	6144	105728	Run fp8 Flatmm kernel  M = 2048 N = 6144 K = 105728 StrideA = 105728 StrideB = 105728 StrideC = 6144 : 1.92989 ms, 1421.78 TFlops, 475.859 GB/s, 
3	2048	12672	1024	FAILED
3	2048	16128	1024	Run fp8 Flatmm kernel  M = 2048 N = 16128 K = 1024 StrideA = 1024 StrideB = 1024 StrideC = 16128 : 0.0821462 ms, 849.214 TFlops, 1037.83 GB/s, 
3	2048	16384	1024	Run fp8 Flatmm kernel  M = 2048 N = 16384 K = 1024 StrideA = 1024 StrideB = 1024 StrideC = 16384 : 0.0809444 ms, 875.502 TFlops, 1069.54 GB/s, 
3	2048	20480	6144	Run fp8 Flatmm kernel  M = 2048 N = 20480 K = 6144 StrideA = 6144 StrideB = 6144 StrideC = 20480 : 0.334527 ms, 1588.82 TFlops, 677.445 GB/s, 
3	2048	102272	1024	FAILED
3	2048	105728	1024	Run fp8 Flatmm kernel  M = 2048 N = 105728 K = 1024 StrideA = 1024 StrideB = 1024 StrideC = 105728 : 0.497931 ms, 918.427 TFlops, 1098.29 GB/s, 
